Nation;Name;Age;Position;Wiki;Matches;
Cameroon;Loïc Feudjou;22;GK;https://en.wikipedia.org/wiki/Maxime_Lo%C3%AFc_Feudjou;2;
Cameroon;Benoît Assou-Ekotto;30;DF;https://en.wikipedia.org/wiki/Beno%C3%AEt_Assou-Ekotto;22;
Cameroon;Nicolas Nkoulou;24;DF;https://en.wikipedia.org/wiki/Nicolas_Nkoulou;48;
Cameroon;Cédric Djeugoué;21;DF;https://en.wikipedia.org/wiki/C%C3%A9dric_Djeugou%C3%A9;3;
Cameroon;Dany Nounkeu;28;DF;https://en.wikipedia.org/wiki/Dany_Nounkeu;16;
Cameroon;Alex Song;26;MF;https://en.wikipedia.org/wiki/Alex_Song;47;
Cameroon;Landry N'Guémo;28;MF;https://en.wikipedia.org/wiki/Landry_N%27Gu%C3%A9mo;40;
Cameroon;Benjamin Moukandjo;25;FW;https://en.wikipedia.org/wiki/Benjamin_Moukandjo;17;
Cameroon;Samuel Eto'o;33;FW;https://en.wikipedia.org/wiki/Samuel_Eto%27o;117;
Cameroon;Vincent Aboubakar;22;FW;https://en.wikipedia.org/wiki/Vincent_Aboubakar;24;
Cameroon;Jean Makoun;31;MF;https://en.wikipedia.org/wiki/Jean_Makoun;66;
Cameroon;Henri Bedimo;30;DF;https://en.wikipedia.org/wiki/Henri_Bedimo;31;
Cameroon;Eric Maxim Choupo-Moting;25;FW;https://en.wikipedia.org/wiki/Eric_Maxim_Choupo-Moting;26;
Cameroon;Aurélien Chedjou;28;DF;https://en.wikipedia.org/wiki/Aur%C3%A9lien_Chedjou;31;
Cameroon;Pierre Webó;32;FW;https://en.wikipedia.org/wiki/Pierre_Web%C3%B3;56;
Cameroon;Charles Itandje;31;GK;https://en.wikipedia.org/wiki/Charles_Itandje;9;
Cameroon;Stéphane Mbia;28;MF;https://en.wikipedia.org/wiki/St%C3%A9phane_Mbia;49;
Cameroon;Eyong Enoh;28;MF;https://en.wikipedia.org/wiki/Eyong_Enoh;38;
Cameroon;Fabrice Olinga;18;FW;https://en.wikipedia.org/wiki/Fabrice_Olinga;8;
Cameroon;Edgar Salli;21;MF;https://en.wikipedia.org/wiki/Edgar_Salli;9;
Cameroon;Joël Matip;22;MF;https://en.wikipedia.org/wiki/Jo%C3%ABl_Matip;23;
Cameroon;Allan Nyom;26;DF;https://en.wikipedia.org/wiki/Allan_Nyom;10;
Cameroon;Sammy N'Djock;24;GK;https://en.wikipedia.org/wiki/Sammy_N%27Djock;3;
Croatia;Stipe Pletikosa;35;GK;https://en.wikipedia.org/wiki/Stipe_Pletikosa;111;
Croatia;Šime Vrsaljko;22;DF;https://en.wikipedia.org/wiki/%C5%A0ime_Vrsaljko;7;
Croatia;Danijel Pranjić;32;DF;https://en.wikipedia.org/wiki/Danijel_Pranji%C4%87;50;
Croatia;Ivan Perišić;25;MF;https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87;29;
Croatia;Vedran Ćorluka;28;DF;https://en.wikipedia.org/wiki/Vedran_%C4%86orluka;72;
Croatia;Dejan Lovren;24;DF;https://en.wikipedia.org/wiki/Dejan_Lovren;25;
Croatia;Ivan Rakitić;26;MF;https://en.wikipedia.org/wiki/Ivan_Rakiti%C4%87;62;
Croatia;Ognjen Vukojević;30;MF;https://en.wikipedia.org/wiki/Ognjen_Vukojevi%C4%87;55;
Croatia;Nikica Jelavić;28;FW;https://en.wikipedia.org/wiki/Nikica_Jelavi%C4%87;33;
Croatia;Luka Modrić;28;MF;https://en.wikipedia.org/wiki/Luka_Modri%C4%87;75;
Croatia;Darijo Srna;32;DF;https://en.wikipedia.org/wiki/Darijo_Srna;112;
Croatia;Oliver Zelenika;21;GK;https://en.wikipedia.org/wiki/Oliver_Zelenika;0;
Croatia;Gordon Schildenfeld;29;DF;https://en.wikipedia.org/wiki/Gordon_Schildenfeld;21;
Croatia;Marcelo Brozović;21;MF;https://en.wikipedia.org/wiki/Marcelo_Brozovi%C4%87;1;
Croatia;Milan Badelj;25;MF;https://en.wikipedia.org/wiki/Milan_Badelj;9;
Croatia;Ante Rebić;20;FW;https://en.wikipedia.org/wiki/Ante_Rebi%C4%87;5;
Croatia;Mario Mandžukić;28;FW;https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87;50;
Croatia;Ivica Olić;34;FW;https://en.wikipedia.org/wiki/Ivica_Oli%C4%87;92;
Croatia;Sammir;27;MF;https://en.wikipedia.org/wiki/Sammir;6;
Croatia;Mateo Kovačić;20;MF;https://en.wikipedia.org/wiki/Mateo_Kova%C4%8Di%C4%87;10;
Croatia;Domagoj Vida;25;DF;https://en.wikipedia.org/wiki/Domagoj_Vida;23;
Croatia;Eduardo;31;FW;https://en.wikipedia.org/wiki/Eduardo_da_Silva;63;
Croatia;Danijel Subašić;29;GK;https://en.wikipedia.org/wiki/Danijel_Suba%C5%A1i%C4%87;6;
Mexico;Jesús Corona;33;GK;https://en.wikipedia.org/wiki/Jos%C3%A9_de_Jes%C3%BAs_Corona;34;
Mexico;Francisco Javier Rodríguez;32;DF;https://en.wikipedia.org/wiki/Francisco_Javier_Rodr%C3%ADguez;95;
Mexico;Carlos Salcido;34;DF;https://en.wikipedia.org/wiki/Carlos_Salcido;122;
Mexico;Rafael Márquez;35;DF;https://en.wikipedia.org/wiki/Rafael_M%C3%A1rquez;120;
Mexico;Diego Reyes;21;DF;https://en.wikipedia.org/wiki/Diego_Antonio_Reyes;14;
Mexico;Héctor Herrera;24;MF;https://en.wikipedia.org/wiki/H%C3%A9ctor_Herrera;13;
Mexico;Miguel Layún;25;DF;https://en.wikipedia.org/wiki/Miguel_Lay%C3%BAn;15;
Mexico;Marco Fabián;24;MF;https://en.wikipedia.org/wiki/Marco_Fabi%C3%A1n;15;
Mexico;Raúl Jiménez;23;FW;https://en.wikipedia.org/wiki/Ra%C3%BAl_Jim%C3%A9nez;25;
Mexico;Giovani dos Santos;25;MF;https://en.wikipedia.org/wiki/Giovani_dos_Santos;76;
Mexico;Alan Pulido;23;FW;https://en.wikipedia.org/wiki/Alan_Pulido;6;
Mexico;Alfredo Talavera;31;GK;https://en.wikipedia.org/wiki/Alfredo_Talavera;14;
Mexico;Guillermo Ochoa;28;GK;https://en.wikipedia.org/wiki/Guillermo_Ochoa;59;
Mexico;Javier Hernández;26;FW;https://en.wikipedia.org/wiki/Javier_Hern%C3%A1ndez;62;
Mexico;Héctor Moreno;26;DF;https://en.wikipedia.org/wiki/H%C3%A9ctor_Moreno_(footballer);53;
Mexico;Miguel Ángel Ponce;25;DF;https://en.wikipedia.org/wiki/Miguel_%C3%81ngel_Ponce;8;
Mexico;Isaác Brizuela;23;MF;https://en.wikipedia.org/wiki/Isa%C3%A1c_Brizuela;7;
Mexico;Andrés Guardado;27;MF;https://en.wikipedia.org/wiki/Andr%C3%A9s_Guardado;104;
Mexico;Oribe Peralta;30;FW;https://en.wikipedia.org/wiki/Oribe_Peralta;33;
Mexico;Javier Aquino;24;MF;https://en.wikipedia.org/wiki/Javier_Aquino;22;
Mexico;Carlos Peña;24;MF;https://en.wikipedia.org/wiki/Carlos_Alberto_Pe%C3%B1a;16;
Mexico;Paul Aguilar;28;DF;https://en.wikipedia.org/wiki/Paul_Aguilar;30;
Mexico;José Juan Vázquez;26;MF;https://en.wikipedia.org/wiki/Jos%C3%A9_Juan_V%C3%A1zquez;5;
Australia;Mathew Ryan;22;GK;https://en.wikipedia.org/wiki/Mathew_Ryan;7;
Australia;Ivan Franjic;26;DF;https://en.wikipedia.org/wiki/Ivan_Franjic;9;
Australia;Jason Davidson;22;DF;https://en.wikipedia.org/wiki/Jason_Davidson;7;
Australia;Tim Cahill;34;FW;https://en.wikipedia.org/wiki/Tim_Cahill;69;
Australia;Mark Milligan;28;MF;https://en.wikipedia.org/wiki/Mark_Milligan;29;
Australia;Matthew Spiranovic;25;DF;https://en.wikipedia.org/wiki/Matthew_Spiranovic;18;
Australia;Mathew Leckie;23;FW;https://en.wikipedia.org/wiki/Mathew_Leckie;8;
Australia;Bailey Wright;21;DF;https://en.wikipedia.org/wiki/Bailey_Wright;0;
Australia;Adam Taggart;21;FW;https://en.wikipedia.org/wiki/Adam_Taggart;5;
Australia;Ben Halloran;21;MF;https://en.wikipedia.org/wiki/Ben_Halloran;2;
Australia;Tommy Oar;22;MF;https://en.wikipedia.org/wiki/Tommy_Oar;15;
Australia;Mitchell Langerak;25;GK;https://en.wikipedia.org/wiki/Mitchell_Langerak;3;
Australia;Oliver Bozanic;25;MF;https://en.wikipedia.org/wiki/Oliver_Bozanic;3;
Australia;James Troisi;25;MF;https://en.wikipedia.org/wiki/James_Troisi;11;
Australia;Mile Jedinak;29;MF;https://en.wikipedia.org/wiki/Mile_Jedinak;44;
Australia;James Holland;25;MF;https://en.wikipedia.org/wiki/James_Holland_(footballer);14;
Australia;Matt McKay;31;MF;https://en.wikipedia.org/wiki/Matt_McKay;47;
Australia;Eugene Galekovic;33;GK;https://en.wikipedia.org/wiki/Eugene_Galekovic;8;
Australia;Ryan McGowan;24;DF;https://en.wikipedia.org/wiki/Ryan_McGowan;9;
Australia;Dario Vidošić;27;MF;https://en.wikipedia.org/wiki/Dario_Vido%C5%A1i%C4%87;23;
Australia;Massimo Luongo;21;MF;https://en.wikipedia.org/wiki/Massimo_Luongo;1;
Australia;Alex Wilkinson;29;DF;https://en.wikipedia.org/wiki/Alex_Wilkinson;3;
Australia;Mark Bresciano;34;MF;https://en.wikipedia.org/wiki/Mark_Bresciano;74;
Chile;Claudio Bravo;31;GK;https://en.wikipedia.org/wiki/Claudio_Bravo_(footballer);79;
Chile;Eugenio Mena;25;DF;https://en.wikipedia.org/wiki/Eugenio_Mena;25;
Chile;Miiko Albornoz;23;DF;https://en.wikipedia.org/wiki/Miiko_Albornoz;2;
Chile;Mauricio Isla;26;MF;https://en.wikipedia.org/wiki/Mauricio_Isla;47;
Chile;Francisco Silva;28;MF;https://en.wikipedia.org/wiki/Francisco_Silva;12;
Chile;Carlos Carmona;27;MF;https://en.wikipedia.org/wiki/Carlos_Carmona;44;
Chile;Alexis Sánchez;25;FW;https://en.wikipedia.org/wiki/Alexis_S%C3%A1nchez;67;
Chile;Arturo Vidal;27;MF;https://en.wikipedia.org/wiki/Arturo_Vidal;54;
Chile;Mauricio Pinilla;30;FW;https://en.wikipedia.org/wiki/Mauricio_Pinilla;27;
Chile;Jorge Valdivia;30;MF;https://en.wikipedia.org/wiki/Jorge_Valdivia;57;
Chile;Eduardo Vargas;24;FW;https://en.wikipedia.org/wiki/Eduardo_Vargas;30;
Chile;Cristopher Toselli;25;GK;https://en.wikipedia.org/wiki/Cristopher_Toselli;4;
Chile;José Manuel Rojas;31;DF;https://en.wikipedia.org/wiki/Jos%C3%A9_Rojas_(footballer,_born_1983);19;
Chile;Fabián Orellana;28;MF;https://en.wikipedia.org/wiki/Fabi%C3%A1n_Orellana;26;
Chile;Jean Beausejour;30;MF;https://en.wikipedia.org/wiki/Jean_Beausejour;59;
Chile;Felipe Gutiérrez;23;MF;https://en.wikipedia.org/wiki/Felipe_Guti%C3%A9rrez;18;
Chile;Gary Medel;26;DF;https://en.wikipedia.org/wiki/Gary_Medel;61;
Chile;Gonzalo Jara;28;DF;https://en.wikipedia.org/wiki/Gonzalo_Jara;65;
Chile;José Pedro Fuenzalida;29;MF;https://en.wikipedia.org/wiki/Jos%C3%A9_Pedro_Fuenzalida;23;
Chile;Charles Aránguiz;25;MF;https://en.wikipedia.org/wiki/Charles_Ar%C3%A1nguiz;21;
Chile;Marcelo Díaz;27;MF;https://en.wikipedia.org/wiki/Marcelo_D%C3%ADaz;21;
Chile;Esteban Paredes;33;FW;https://en.wikipedia.org/wiki/Esteban_Paredes;35;
Chile;Johnny Herrera;33;GK;https://en.wikipedia.org/wiki/Johnny_Herrera_(goalkeeper);8;
Netherlands;Jasper Cillessen;25;GK;https://en.wikipedia.org/wiki/Jasper_Cillessen;8;
Netherlands;Ron Vlaar;29;DF;https://en.wikipedia.org/wiki/Ron_Vlaar;24;
Netherlands;Stefan de Vrij;22;DF;https://en.wikipedia.org/wiki/Stefan_de_Vrij;12;
Netherlands;Bruno Martins Indi;22;DF;https://en.wikipedia.org/wiki/Bruno_Martins_Indi;16;
Netherlands;Daley Blind;24;DF;https://en.wikipedia.org/wiki/Daley_Blind;12;
Netherlands;Nigel de Jong;29;MF;https://en.wikipedia.org/wiki/Nigel_de_Jong;71;
Netherlands;Daryl Janmaat;24;DF;https://en.wikipedia.org/wiki/Daryl_Janmaat;16;
Netherlands;Jonathan de Guzmán;26;MF;https://en.wikipedia.org/wiki/Jonathan_de_Guzm%C3%A1n;10;
Netherlands;Robin van Persie;30;FW;https://en.wikipedia.org/wiki/Robin_van_Persie;85;
Netherlands;Wesley Sneijder;30;MF;https://en.wikipedia.org/wiki/Wesley_Sneijder;99;
Netherlands;Arjen Robben;30;FW;https://en.wikipedia.org/wiki/Arjen_Robben;75;
Netherlands;Paul Verhaegh;30;DF;https://en.wikipedia.org/wiki/Paul_Verhaegh;2;
Netherlands;Joël Veltman;22;DF;https://en.wikipedia.org/wiki/Jo%C3%ABl_Veltman;2;
Netherlands;Terence Kongolo;20;DF;https://en.wikipedia.org/wiki/Terence_Kongolo;1;
Netherlands;Dirk Kuyt;33;FW;https://en.wikipedia.org/wiki/Dirk_Kuyt;98;
Netherlands;Jordy Clasie;22;MF;https://en.wikipedia.org/wiki/Jordy_Clasie;8;
Netherlands;Jeremain Lens;26;FW;https://en.wikipedia.org/wiki/Jeremain_Lens;22;
Netherlands;Leroy Fer;24;MF;https://en.wikipedia.org/wiki/Leroy_Fer;6;
Netherlands;Klaas-Jan Huntelaar;30;FW;https://en.wikipedia.org/wiki/Klaas-Jan_Huntelaar;62;
Netherlands;Georginio Wijnaldum;23;MF;https://en.wikipedia.org/wiki/Georginio_Wijnaldum;5;
Netherlands;Memphis Depay;20;FW;https://en.wikipedia.org/wiki/Memphis_Depay;6;
Netherlands;Michel Vorm;30;GK;https://en.wikipedia.org/wiki/Michel_Vorm;14;
Netherlands;Tim Krul;26;GK;https://en.wikipedia.org/wiki/Tim_Krul;5;
Spain;Iker Casillas;33;GK;https://en.wikipedia.org/wiki/Iker_Casillas;154;
Spain;Raúl Albiol;28;DF;https://en.wikipedia.org/wiki/Ra%C3%BAl_Albiol;46;
Spain;Gerard Piqué;27;DF;https://en.wikipedia.org/wiki/Gerard_Piqu%C3%A9;60;
Spain;Javi Martínez;25;MF;https://en.wikipedia.org/wiki/Javi_Mart%C3%ADnez;17;
Spain;Juanfran;29;DF;https://en.wikipedia.org/wiki/Juanfran_(footballer,_born_1985);8;
Spain;Andrés Iniesta;30;MF;https://en.wikipedia.org/wiki/Andr%C3%A9s_Iniesta;97;
Spain;David Villa;32;FW;https://en.wikipedia.org/wiki/David_Villa;96;
Spain;Xavi;34;MF;https://en.wikipedia.org/wiki/Xavi;132;
Spain;Fernando Torres;30;FW;https://en.wikipedia.org/wiki/Fernando_Torres;107;
Spain;Cesc Fàbregas;27;MF;https://en.wikipedia.org/wiki/Cesc_F%C3%A0bregas;89;
Spain;Pedro;26;FW;https://en.wikipedia.org/wiki/Pedro_(footballer,_born_July_1987);40;
Spain;David de Gea;23;GK;https://en.wikipedia.org/wiki/David_de_Gea;1;
Spain;Juan Mata;26;MF;https://en.wikipedia.org/wiki/Juan_Mata;33;
Spain;Xabi Alonso;32;MF;https://en.wikipedia.org/wiki/Xabi_Alonso;111;
Spain;Sergio Ramos;28;DF;https://en.wikipedia.org/wiki/Sergio_Ramos;117;
Spain;Sergio Busquets;25;MF;https://en.wikipedia.org/wiki/Sergio_Busquets;65;
Spain;Koke;22;MF;https://en.wikipedia.org/wiki/Koke_(footballer,_born_1992);8;
Spain;Jordi Alba;25;DF;https://en.wikipedia.org/wiki/Jordi_Alba;26;
Spain;Diego Costa;25;FW;https://en.wikipedia.org/wiki/Diego_Costa;2;
Spain;Santi Cazorla;29;MF;https://en.wikipedia.org/wiki/Santi_Cazorla;64;
Spain;David Silva;28;MF;https://en.wikipedia.org/wiki/David_Silva;80;
Spain;César Azpilicueta;24;DF;https://en.wikipedia.org/wiki/C%C3%A9sar_Azpilicueta;6;
Spain;Pepe Reina;31;GK;https://en.wikipedia.org/wiki/Pepe_Reina;32;
Colombia;David Ospina;25;GK;https://en.wikipedia.org/wiki/David_Ospina;44;
Colombia;Cristián Zapata;27;DF;https://en.wikipedia.org/wiki/Cristi%C3%A1n_Zapata;24;
Colombia;Mario Yepes;38;DF;https://en.wikipedia.org/wiki/Mario_Yepes;98;
Colombia;Santiago Arias;22;DF;https://en.wikipedia.org/wiki/Santiago_Arias;6;
Colombia;Carlos Carbonero;23;MF;https://en.wikipedia.org/wiki/Carlos_Carbonero;1;
Colombia;Carlos Sánchez;28;MF;https://en.wikipedia.org/wiki/Carlos_S%C3%A1nchez_Moreno;44;
Colombia;Pablo Armero;27;DF;https://en.wikipedia.org/wiki/Pablo_Armero;53;
Colombia;Abel Aguilar;29;MF;https://en.wikipedia.org/wiki/Abel_Aguilar;49;
Colombia;Teófilo Gutiérrez;29;FW;https://en.wikipedia.org/wiki/Te%C3%B3filo_Guti%C3%A9rrez;30;
Colombia;James Rodríguez;22;MF;https://en.wikipedia.org/wiki/James_Rodr%C3%ADguez;22;
Colombia;Juan Cuadrado;26;MF;https://en.wikipedia.org/wiki/Juan_Cuadrado;28;
Colombia;Camilo Vargas;25;GK;https://en.wikipedia.org/wiki/Camilo_Vargas;0;
Colombia;Fredy Guarín;27;MF;https://en.wikipedia.org/wiki/Fredy_Guar%C3%ADn;49;
Colombia;Víctor Ibarbo;24;FW;https://en.wikipedia.org/wiki/V%C3%ADctor_Ibarbo;9;
Colombia;Alexander Mejía;25;MF;https://en.wikipedia.org/wiki/Alexander_Mej%C3%ADa;8;
Colombia;Éder Álvarez Balanta;21;DF;https://en.wikipedia.org/wiki/%C3%89der_%C3%81lvarez_Balanta;3;
Colombia;Carlos Bacca;27;FW;https://en.wikipedia.org/wiki/Carlos_Bacca;11;
Colombia;Juan Camilo Zúñiga;28;DF;https://en.wikipedia.org/wiki/Juan_Camilo_Z%C3%BA%C3%B1iga;50;
Colombia;Adrián Ramos;28;FW;https://en.wikipedia.org/wiki/Adri%C3%A1n_Ramos;26;
Colombia;Juan Fernando Quintero;21;MF;https://en.wikipedia.org/wiki/Juan_Fernando_Quintero;4;
Colombia;Jackson Martínez;27;FW;https://en.wikipedia.org/wiki/Jackson_Mart%C3%ADnez;27;
Colombia;Faryd Mondragón;42;GK;https://en.wikipedia.org/wiki/Faryd_Mondrag%C3%B3n;50;
Colombia;Carlos Valdés;29;DF;https://en.wikipedia.org/wiki/Carlos_Vald%C3%A9s_(footballer);14;
Greece;Orestis Karnezis;28;GK;https://en.wikipedia.org/wiki/Orestis_Karnezis;19;
Greece;Giannis Maniatis;27;MF;https://en.wikipedia.org/wiki/Giannis_Maniatis;30;
Greece;Giorgos Tzavellas;26;DF;https://en.wikipedia.org/wiki/Georgios_Tzavellas;13;
Greece;Kostas Manolas;22;DF;https://en.wikipedia.org/wiki/Kostas_Manolas;9;
Greece;Vangelis Moras;32;DF;https://en.wikipedia.org/wiki/Vangelis_Moras;19;
Greece;Alexandros Tziolis;29;MF;https://en.wikipedia.org/wiki/Alexandros_Tziolis;49;
Greece;Georgios Samaras;29;FW;https://en.wikipedia.org/wiki/Georgios_Samaras;74;
Greece;Panagiotis Kone;26;MF;https://en.wikipedia.org/wiki/Panagiotis_Kone;16;
Greece;Konstantinos Mitroglou;26;FW;https://en.wikipedia.org/wiki/Konstantinos_Mitroglou;32;
Greece;Giorgos Karagounis;37;MF;https://en.wikipedia.org/wiki/Giorgos_Karagounis;135;
Greece;Loukas Vyntra;33;DF;https://en.wikipedia.org/wiki/Loukas_Vyntra;50;
Greece;Panagiotis Glykos;28;GK;https://en.wikipedia.org/wiki/Panagiotis_Glykos;2;
Greece;Stefanos Kapino;20;GK;https://en.wikipedia.org/wiki/Stefanos_Kapino;2;
Greece;Dimitris Salpingidis;32;FW;https://en.wikipedia.org/wiki/Dimitris_Salpingidis;76;
Greece;Vasilis Torosidis;29;DF;https://en.wikipedia.org/wiki/Vasilis_Torosidis;66;
Greece;Lazaros Christodoulopoulos;27;MF;https://en.wikipedia.org/wiki/Lazaros_Christodoulopoulos;19;
Greece;Theofanis Gekas;34;FW;https://en.wikipedia.org/wiki/Theofanis_Gekas;72;
Greece;Giannis Fetfatzidis;23;MF;https://en.wikipedia.org/wiki/Ioannis_Fetfatzidis;19;
Greece;Sokratis Papastathopoulos;26;DF;https://en.wikipedia.org/wiki/Sokratis_Papastathopoulos;47;
Greece;José Holebas;29;DF;https://en.wikipedia.org/wiki/Jos%C3%A9_Holebas;22;
Greece;Kostas Katsouranis;34;MF;https://en.wikipedia.org/wiki/Kostas_Katsouranis;111;
Greece;Andreas Samaris;24;MF;https://en.wikipedia.org/wiki/Andreas_Samaris;4;
Greece;Panagiotis Tachtsidis;23;MF;https://en.wikipedia.org/wiki/Panagiotis_Tachtsidis;6;
Ivory Coast;Boubacar Barry;34;GK;https://en.wikipedia.org/wiki/Boubacar_Barry;77;
Ivory Coast;Ousmane Viera;27;DF;https://en.wikipedia.org/wiki/Ousmane_Viera;1;
Ivory Coast;Arthur Boka;31;DF;https://en.wikipedia.org/wiki/Arthur_Boka;78;
Ivory Coast;Kolo Touré;33;DF;https://en.wikipedia.org/wiki/Kolo_Tour%C3%A9;107;
Ivory Coast;Didier Zokora;33;DF;https://en.wikipedia.org/wiki/Didier_Zokora;119;
Ivory Coast;Mathis Bolly;23;FW;https://en.wikipedia.org/wiki/Mathis_Bolly;4;
Ivory Coast;Jean-Daniel Akpa-Akpro;21;DF;https://en.wikipedia.org/wiki/Jean-Daniel_Akpa-Akpro;1;
Ivory Coast;Salomon Kalou;28;FW;https://en.wikipedia.org/wiki/Salomon_Kalou;67;
Ivory Coast;Cheick Tioté;27;MF;https://en.wikipedia.org/wiki/Cheick_Tiot%C3%A9;43;
Ivory Coast;Gervinho;27;FW;https://en.wikipedia.org/wiki/Gervinho;53;
Ivory Coast;Didier Drogba;36;FW;https://en.wikipedia.org/wiki/Didier_Drogba;101;
Ivory Coast;Wilfried Bony;25;FW;https://en.wikipedia.org/wiki/Wilfried_Bony;24;
Ivory Coast;Didier Ya Konan;30;FW;https://en.wikipedia.org/wiki/Didier_Ya_Konan;25;
Ivory Coast;Ismaël Diomandé;21;MF;https://en.wikipedia.org/wiki/Isma%C3%ABl_Diomand%C3%A9;2;
Ivory Coast;Max Gradel;26;FW;https://en.wikipedia.org/wiki/Max_Gradel;26;
Ivory Coast;Sylvain Gbohouo;25;GK;https://en.wikipedia.org/wiki/Sylvain_Gbohouo;2;
Ivory Coast;Serge Aurier;21;DF;https://en.wikipedia.org/wiki/Serge_Aurier;8;
Ivory Coast;Constant Djakpa;27;DF;https://en.wikipedia.org/wiki/Constant_Djakpa;5;
Ivory Coast;Yaya Touré;31;MF;https://en.wikipedia.org/wiki/Yaya_Tour%C3%A9;82;
Ivory Coast;Serey Die;29;MF;https://en.wikipedia.org/wiki/Serey_Die;7;
Ivory Coast;Giovanni Sio;25;FW;https://en.wikipedia.org/wiki/Giovanni_Sio;7;
Ivory Coast;Sol Bamba;29;DF;https://en.wikipedia.org/wiki/Sol_Bamba;43;
Ivory Coast;Sayouba Mandé;20;GK;https://en.wikipedia.org/wiki/Sayouba_Mand%C3%A9;1;
Japan;Eiji Kawashima;31;GK;https://en.wikipedia.org/wiki/Eiji_Kawashima;56;
Japan;Atsuto Uchida;26;DF;https://en.wikipedia.org/wiki/Atsuto_Uchida;68;
Japan;Gōtoku Sakai;23;DF;https://en.wikipedia.org/wiki/G%C5%8Dtoku_Sakai;12;
Japan;Keisuke Honda;27;MF;https://en.wikipedia.org/wiki/Keisuke_Honda;56;
Japan;Yuto Nagatomo;27;DF;https://en.wikipedia.org/wiki/Yuto_Nagatomo;70;
Japan;Masato Morishige;27;DF;https://en.wikipedia.org/wiki/Masato_Morishige;10;
Japan;Yasuhito Endō;34;MF;https://en.wikipedia.org/wiki/Yasuhito_End%C5%8D;144;
Japan;Hiroshi Kiyotake;24;MF;https://en.wikipedia.org/wiki/Hiroshi_Kiyotake;25;
Japan;Shinji Okazaki;28;FW;https://en.wikipedia.org/wiki/Shinji_Okazaki;76;
Japan;Shinji Kagawa;25;MF;https://en.wikipedia.org/wiki/Shinji_Kagawa;57;
Japan;Yoichiro Kakitani;24;FW;https://en.wikipedia.org/wiki/Yoichiro_Kakitani;12;
Japan;Shusaku Nishikawa;27;GK;https://en.wikipedia.org/wiki/Shusaku_Nishikawa;13;
Japan;Yoshito Ōkubo;32;FW;https://en.wikipedia.org/wiki/Yoshito_%C5%8Ckubo;57;
Japan;Toshihiro Aoyama;28;MF;https://en.wikipedia.org/wiki/Toshihiro_Aoyama;6;
Japan;Yasuyuki Konno;31;DF;https://en.wikipedia.org/wiki/Yasuyuki_Konno;81;
Japan;Hotaru Yamaguchi;23;MF;https://en.wikipedia.org/wiki/Hotaru_Yamaguchi;12;
Japan;Makoto Hasebe;30;MF;https://en.wikipedia.org/wiki/Makoto_Hasebe;78;
Japan;Yuya Osako;24;FW;https://en.wikipedia.org/wiki/Yuya_Osako;9;
Japan;Masahiko Inoha;30;DF;https://en.wikipedia.org/wiki/Masahiko_Inoha;21;
Japan;Manabu Saitō;24;FW;https://en.wikipedia.org/wiki/Manabu_Sait%C5%8D;5;
Japan;Hiroki Sakai;24;DF;https://en.wikipedia.org/wiki/Hiroki_Sakai;18;
