Nation;Name;Age;Position;Wiki;Matches;
Japan;Maya Yoshida;25;DF;https://en.wikipedia.org/wiki/Maya_Yoshida;41;
Japan;Shūichi Gonda;25;GK;https://en.wikipedia.org/wiki/Sh%C5%ABichi_Gonda;2;
Costa Rica;Keylor Navas;27;GK;https://en.wikipedia.org/wiki/Keylor_Navas;53;
Costa Rica;Johnny Acosta;30;DF;https://en.wikipedia.org/wiki/Johnny_Acosta;25;
Costa Rica;Giancarlo González;26;DF;https://en.wikipedia.org/wiki/Giancarlo_Gonz%C3%A1lez;35;
Costa Rica;Michael Umaña;31;DF;https://en.wikipedia.org/wiki/Michael_Uma%C3%B1a;83;
Costa Rica;Celso Borges;26;MF;https://en.wikipedia.org/wiki/Celso_Borges;63;
Costa Rica;Óscar Duarte;25;DF;https://en.wikipedia.org/wiki/%C3%93scar_Duarte_(Costa_Rican_footballer);11;
Costa Rica;Christian Bolaños;30;MF;https://en.wikipedia.org/wiki/Christian_Bola%C3%B1os;55;
Costa Rica;David Myrie;26;DF;https://en.wikipedia.org/wiki/David_Myrie;10;
Costa Rica;Joel Campbell;21;FW;https://en.wikipedia.org/wiki/Joel_Campbell;33;
Costa Rica;Bryan Ruiz;28;FW;https://en.wikipedia.org/wiki/Bryan_Ruiz;63;
Costa Rica;Michael Barrantes;30;MF;https://en.wikipedia.org/wiki/Michael_Barrantes;50;
Costa Rica;Waylon Francis;23;DF;https://en.wikipedia.org/wiki/Waylon_Francis;1;
Costa Rica;Esteban Granados;28;MF;https://en.wikipedia.org/wiki/Esteban_Granados;11;
Costa Rica;Randall Brenes;30;FW;https://en.wikipedia.org/wiki/Randall_Brenes;39;
Costa Rica;Júnior Díaz;30;DF;https://en.wikipedia.org/wiki/J%C3%BAnior_D%C3%ADaz;62;
Costa Rica;Cristian Gamboa;24;DF;https://en.wikipedia.org/wiki/Cristian_Gamboa;25;
Costa Rica;Yeltsin Tejeda;22;MF;https://en.wikipedia.org/wiki/Yeltsin_Tejeda;22;
Costa Rica;Patrick Pemberton;32;GK;https://en.wikipedia.org/wiki/Patrick_Pemberton;21;
Costa Rica;Roy Miller;29;DF;https://en.wikipedia.org/wiki/Roy_Miller_(footballer);48;
Costa Rica;Diego Calvo;23;MF;https://en.wikipedia.org/wiki/Diego_Calvo;10;
Costa Rica;Marco Ureña;24;FW;https://en.wikipedia.org/wiki/Marco_Ure%C3%B1a;24;
Costa Rica;José Miguel Cubero;27;MF;https://en.wikipedia.org/wiki/Jos%C3%A9_Miguel_Cubero;35;
Costa Rica;Daniel Cambronero;26;GK;https://en.wikipedia.org/wiki/Daniel_Cambronero;4;
England;Joe Hart;27;GK;https://en.wikipedia.org/wiki/Joe_Hart;41;
England;Glen Johnson;29;DF;https://en.wikipedia.org/wiki/Glen_Johnson_(English_footballer);52;
England;Leighton Baines;29;DF;https://en.wikipedia.org/wiki/Leighton_Baines;24;
England;Steven Gerrard;34;MF;https://en.wikipedia.org/wiki/Steven_Gerrard;111;
England;Gary Cahill;28;DF;https://en.wikipedia.org/wiki/Gary_Cahill;24;
England;Phil Jagielka;31;DF;https://en.wikipedia.org/wiki/Phil_Jagielka;26;
England;Jack Wilshere;22;MF;https://en.wikipedia.org/wiki/Jack_Wilshere;18;
England;Frank Lampard;35;MF;https://en.wikipedia.org/wiki/Frank_Lampard;105;
England;Daniel Sturridge;24;FW;https://en.wikipedia.org/wiki/Daniel_Sturridge;12;
England;Wayne Rooney;28;FW;https://en.wikipedia.org/wiki/Wayne_Rooney;92;
England;Danny Welbeck;23;FW;https://en.wikipedia.org/wiki/Danny_Welbeck;24;
England;Chris Smalling;24;DF;https://en.wikipedia.org/wiki/Chris_Smalling;12;
England;Ben Foster;31;GK;https://en.wikipedia.org/wiki/Ben_Foster_(footballer);7;
England;Jordan Henderson;23;MF;https://en.wikipedia.org/wiki/Jordan_Henderson;11;
England;Alex Oxlade-Chamberlain;20;MF;https://en.wikipedia.org/wiki/Alex_Oxlade-Chamberlain;15;
England;Phil Jones;22;DF;https://en.wikipedia.org/wiki/Phil_Jones_(footballer,_born_1992);10;
England;James Milner;28;MF;https://en.wikipedia.org/wiki/James_Milner;47;
England;Rickie Lambert;32;FW;https://en.wikipedia.org/wiki/Rickie_Lambert;6;
England;Raheem Sterling;19;MF;https://en.wikipedia.org/wiki/Raheem_Sterling;4;
England;Adam Lallana;26;MF;https://en.wikipedia.org/wiki/Adam_Lallana;6;
England;Ross Barkley;20;MF;https://en.wikipedia.org/wiki/Ross_Barkley;6;
England;Fraser Forster;26;GK;https://en.wikipedia.org/wiki/Fraser_Forster;2;
England;Luke Shaw;18;DF;https://en.wikipedia.org/wiki/Luke_Shaw;2;
Italy;Gianluigi Buffon;36;GK;https://en.wikipedia.org/wiki/Gianluigi_Buffon;140;
Italy;Mattia De Sciglio;21;DF;https://en.wikipedia.org/wiki/Mattia_De_Sciglio;11;
Italy;Giorgio Chiellini;29;DF;https://en.wikipedia.org/wiki/Giorgio_Chiellini;68;
Italy;Matteo Darmian;24;DF;https://en.wikipedia.org/wiki/Matteo_Darmian;1;
Italy;Thiago Motta;31;MF;https://en.wikipedia.org/wiki/Thiago_Motta;20;
Italy;Antonio Candreva;27;MF;https://en.wikipedia.org/wiki/Antonio_Candreva;20;
Italy;Ignazio Abate;27;DF;https://en.wikipedia.org/wiki/Ignazio_Abate;20;
Italy;Claudio Marchisio;28;MF;https://en.wikipedia.org/wiki/Claudio_Marchisio;44;
Italy;Mario Balotelli;23;FW;https://en.wikipedia.org/wiki/Mario_Balotelli;30;
Italy;Antonio Cassano;31;FW;https://en.wikipedia.org/wiki/Antonio_Cassano;37;
Italy;Alessio Cerci;26;FW;https://en.wikipedia.org/wiki/Alessio_Cerci;12;
Italy;Salvatore Sirigu;27;GK;https://en.wikipedia.org/wiki/Salvatore_Sirigu;8;
Italy;Mattia Perin;21;GK;https://en.wikipedia.org/wiki/Mattia_Perin;0;
Italy;Alberto Aquilani;29;MF;https://en.wikipedia.org/wiki/Alberto_Aquilani;35;
Italy;Andrea Barzagli;33;DF;https://en.wikipedia.org/wiki/Andrea_Barzagli;47;
Italy;Daniele De Rossi;30;MF;https://en.wikipedia.org/wiki/Daniele_De_Rossi;95;
Italy;Ciro Immobile;24;FW;https://en.wikipedia.org/wiki/Ciro_Immobile;2;
Italy;Marco Parolo;29;MF;https://en.wikipedia.org/wiki/Marco_Parolo;4;
Italy;Leonardo Bonucci;27;DF;https://en.wikipedia.org/wiki/Leonardo_Bonucci;37;
Italy;Gabriel Paletta;28;DF;https://en.wikipedia.org/wiki/Gabriel_Paletta;2;
Italy;Andrea Pirlo;35;MF;https://en.wikipedia.org/wiki/Andrea_Pirlo;109;
Italy;Lorenzo Insigne;23;FW;https://en.wikipedia.org/wiki/Lorenzo_Insigne;5;
Italy;Marco Verratti;21;MF;https://en.wikipedia.org/wiki/Marco_Verratti;6;
Uruguay;Fernando Muslera;27;GK;https://en.wikipedia.org/wiki/Fernando_Muslera;58;
Uruguay;Diego Lugano;33;DF;https://en.wikipedia.org/wiki/Diego_Lugano;94;
Uruguay;Diego Godín;28;DF;https://en.wikipedia.org/wiki/Diego_God%C3%ADn;77;
Uruguay;Jorge Fucile;29;DF;https://en.wikipedia.org/wiki/Jorge_Fucile;42;
Uruguay;Walter Gargano;29;MF;https://en.wikipedia.org/wiki/Walter_Gargano;63;
Uruguay;Álvaro Pereira;28;MF;https://en.wikipedia.org/wiki/%C3%81lvaro_Pereira;57;
Uruguay;Cristian Rodríguez;28;MF;https://en.wikipedia.org/wiki/Cristian_Rodr%C3%ADguez;73;
Uruguay;Abel Hernández;23;FW;https://en.wikipedia.org/wiki/Abel_Hern%C3%A1ndez;12;
Uruguay;Luis Suárez;27;FW;https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez;77;
Uruguay;Diego Forlán;35;FW;https://en.wikipedia.org/wiki/Diego_Forl%C3%A1n;110;
Uruguay;Cristhian Stuani;27;FW;https://en.wikipedia.org/wiki/Cristhian_Stuani;10;
Uruguay;Rodrigo Muñoz;32;GK;https://en.wikipedia.org/wiki/Rodrigo_Mu%C3%B1oz;0;
Uruguay;José Giménez;19;DF;https://en.wikipedia.org/wiki/Jos%C3%A9_Gim%C3%A9nez;6;
Uruguay;Nicolás Lodeiro;25;MF;https://en.wikipedia.org/wiki/Nicol%C3%A1s_Lodeiro;26;
Uruguay;Diego Pérez;34;MF;https://en.wikipedia.org/wiki/Diego_P%C3%A9rez_(footballer);89;
Uruguay;Maxi Pereira;30;DF;https://en.wikipedia.org/wiki/Maxi_Pereira;90;
Uruguay;Egidio Arévalo Ríos;32;MF;https://en.wikipedia.org/wiki/Egidio_Ar%C3%A9valo_R%C3%ADos;55;
Uruguay;Gastón Ramírez;23;MF;https://en.wikipedia.org/wiki/Gast%C3%B3n_Ram%C3%ADrez;29;
Uruguay;Sebastián Coates;23;DF;https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Coates;15;
Uruguay;Álvaro González;29;MF;https://en.wikipedia.org/wiki/%C3%81lvaro_Rafael_Gonz%C3%A1lez;43;
Uruguay;Edinson Cavani;27;FW;https://en.wikipedia.org/wiki/Edinson_Cavani;62;
Uruguay;Martín Cáceres;27;DF;https://en.wikipedia.org/wiki/Mart%C3%ADn_C%C3%A1ceres;57;
Uruguay;Martín Silva;31;GK;https://en.wikipedia.org/wiki/Mart%C3%ADn_Silva;4;
Ecuador;Máximo Banguera;28;GK;https://en.wikipedia.org/wiki/M%C3%A1ximo_Banguera;25;
Ecuador;Jorge Guagua;32;DF;https://en.wikipedia.org/wiki/Jorge_Guagua;59;
Ecuador;Frickson Erazo;26;DF;https://en.wikipedia.org/wiki/Frickson_Erazo;37;
Ecuador;Juan Carlos Paredes;26;DF;https://en.wikipedia.org/wiki/Juan_Carlos_Paredes;38;
Ecuador;Renato Ibarra;23;MF;https://en.wikipedia.org/wiki/Renato_Ibarra;18;
Ecuador;Christian Noboa;29;MF;https://en.wikipedia.org/wiki/Christian_Noboa;42;
Ecuador;Jefferson Montero;24;MF;https://en.wikipedia.org/wiki/Jefferson_Montero;40;
Ecuador;Édison Méndez;35;MF;https://en.wikipedia.org/wiki/%C3%89dison_M%C3%A9ndez;110;
Ecuador;Joao Rojas;24;MF;https://en.wikipedia.org/wiki/Joao_Rojas;30;
Ecuador;Walter Ayoví;34;DF;https://en.wikipedia.org/wiki/Walter_Ayov%C3%AD;90;
Ecuador;Felipe Caicedo;25;FW;https://en.wikipedia.org/wiki/Felipe_Caicedo;50;
Ecuador;Adrián Bone;25;GK;https://en.wikipedia.org/wiki/Adri%C3%A1n_Bone;3;
Ecuador;Enner Valencia;25;FW;https://en.wikipedia.org/wiki/Enner_Valencia;10;
Ecuador;Oswaldo Minda;30;MF;https://en.wikipedia.org/wiki/Oswaldo_Minda;18;
Ecuador;Michael Arroyo;27;MF;https://en.wikipedia.org/wiki/Michael_Arroyo;21;
Ecuador;Antonio Valencia;28;MF;https://en.wikipedia.org/wiki/Antonio_Valencia;71;
Ecuador;Jaime Ayoví;26;FW;https://en.wikipedia.org/wiki/Jaime_Ayov%C3%AD;30;
Ecuador;Óscar Bagüí;31;DF;https://en.wikipedia.org/wiki/%C3%93scar_Bag%C3%BC%C3%AD;21;
Ecuador;Luis Saritama;30;MF;https://en.wikipedia.org/wiki/Luis_Saritama;49;
Ecuador;Fidel Martínez;24;MF;https://en.wikipedia.org/wiki/Fidel_Mart%C3%ADnez;8;
Ecuador;Gabriel Achilier;29;DF;https://en.wikipedia.org/wiki/Gabriel_Achilier;23;
Ecuador;Alexander Domínguez;27;GK;https://en.wikipedia.org/wiki/Alexander_Dom%C3%ADnguez;18;
Ecuador;Carlos Gruezo;19;MF;https://en.wikipedia.org/wiki/Carlos_Armando_Gruezo_Arboleda;3;
France;Hugo Lloris;27;GK;https://en.wikipedia.org/wiki/Hugo_Lloris;57;
France;Mathieu Debuchy;28;DF;https://en.wikipedia.org/wiki/Mathieu_Debuchy;21;
France;Patrice Evra;33;DF;https://en.wikipedia.org/wiki/Patrice_Evra;58;
France;Raphaël Varane;21;DF;https://en.wikipedia.org/wiki/Rapha%C3%ABl_Varane;6;
France;Mamadou Sakho;24;DF;https://en.wikipedia.org/wiki/Mamadou_Sakho;19;
France;Yohan Cabaye;28;MF;https://en.wikipedia.org/wiki/Yohan_Cabaye;30;
France;Rémy Cabella;24;MF;https://en.wikipedia.org/wiki/R%C3%A9my_Cabella;1;
France;Mathieu Valbuena;29;MF;https://en.wikipedia.org/wiki/Mathieu_Valbuena;34;
France;Olivier Giroud;27;FW;https://en.wikipedia.org/wiki/Olivier_Giroud;30;
France;Karim Benzema;26;FW;https://en.wikipedia.org/wiki/Karim_Benzema;66;
France;Antoine Griezmann;23;MF;https://en.wikipedia.org/wiki/Antoine_Griezmann;4;
France;Rio Mavuba;30;MF;https://en.wikipedia.org/wiki/Rio_Mavuba;12;
France;Eliaquim Mangala;23;DF;https://en.wikipedia.org/wiki/Eliaquim_Mangala;3;
France;Blaise Matuidi;27;MF;https://en.wikipedia.org/wiki/Blaise_Matuidi;23;
France;Bacary Sagna;31;DF;https://en.wikipedia.org/wiki/Bacary_Sagna;41;
France;Stéphane Ruffier;27;GK;https://en.wikipedia.org/wiki/St%C3%A9phane_Ruffier;2;
France;Lucas Digne;20;DF;https://en.wikipedia.org/wiki/Lucas_Digne;2;
France;Moussa Sissoko;24;MF;https://en.wikipedia.org/wiki/Moussa_Sissoko;17;
France;Paul Pogba;21;MF;https://en.wikipedia.org/wiki/Paul_Pogba;11;
France;Loïc Rémy;27;FW;https://en.wikipedia.org/wiki/Lo%C3%AFc_R%C3%A9my;25;
France;Laurent Koscielny;28;DF;https://en.wikipedia.org/wiki/Laurent_Koscielny;17;
France;Morgan Schneiderlin;24;MF;https://en.wikipedia.org/wiki/Morgan_Schneiderlin;1;
France;Mickaël Landreau;35;GK;https://en.wikipedia.org/wiki/Micka%C3%ABl_Landreau;11;
Honduras;Luis López;20;GK;https://en.wikipedia.org/wiki/Luis_L%C3%B3pez_Fern%C3%A1ndez;0;
Honduras;Osman Chávez;29;DF;https://en.wikipedia.org/wiki/Osman_Ch%C3%A1vez;54;
Honduras;Maynor Figueroa;31;DF;https://en.wikipedia.org/wiki/Maynor_Figueroa;105;
Honduras;Juan Pablo Montes;28;DF;https://en.wikipedia.org/wiki/Juan_Pablo_Montes;11;
Honduras;Víctor Bernárdez;32;DF;https://en.wikipedia.org/wiki/V%C3%ADctor_Bern%C3%A1rdez;78;
Honduras;Juan Carlos García;26;DF;https://en.wikipedia.org/wiki/Juan_Carlos_Garc%C3%ADa_(Honduran_footballer);34;
Honduras;Emilio Izaguirre;28;DF;https://en.wikipedia.org/wiki/Emilio_Izaguirre;68;
Honduras;Wilson Palacios;29;MF;https://en.wikipedia.org/wiki/Wilson_Palacios;95;
Honduras;Jerry Palacios;32;FW;https://en.wikipedia.org/wiki/Jerry_Palacios;24;
Honduras;Mario Martínez;24;MF;https://en.wikipedia.org/wiki/Mario_Mart%C3%ADnez_(footballer);37;
Honduras;Jerry Bengtson;27;FW;https://en.wikipedia.org/wiki/Jerry_Bengtson;44;
Honduras;Edder Delgado;27;MF;https://en.wikipedia.org/wiki/Edder_Delgado;26;
Honduras;Carlo Costly;31;FW;https://en.wikipedia.org/wiki/Carlo_Costly;70;
Honduras;Óscar Boniek García;29;MF;https://en.wikipedia.org/wiki/%C3%93scar_Boniek_Garc%C3%ADa;92;
Honduras;Roger Espinoza;27;MF;https://en.wikipedia.org/wiki/Roger_Espinoza;42;
Honduras;Rony Martínez;25;FW;https://en.wikipedia.org/wiki/Rony_Mart%C3%ADnez;12;
Honduras;Andy Najar;21;MF;https://en.wikipedia.org/wiki/Andy_Najar;17;
Honduras;Noel Valladares;37;GK;https://en.wikipedia.org/wiki/Noel_Valladares;122;
Honduras;Luis Garrido;23;MF;https://en.wikipedia.org/wiki/Luis_Garrido;20;
Honduras;Jorge Claros;28;MF;https://en.wikipedia.org/wiki/Jorge_Claros;49;
Honduras;Brayan Beckeles;28;DF;https://en.wikipedia.org/wiki/Brayan_Beckeles;23;
Honduras;Donis Escober;34;GK;https://en.wikipedia.org/wiki/Donis_Escober;26;
Honduras;Marvin Chávez;30;MF;https://en.wikipedia.org/wiki/Marvin_Ch%C3%A1vez;42;
Switzerland;Diego Benaglio;30;GK;https://en.wikipedia.org/wiki/Diego_Benaglio;57;
Switzerland;Stephan Lichtsteiner;30;DF;https://en.wikipedia.org/wiki/Stephan_Lichtsteiner;63;
Switzerland;Reto Ziegler;28;DF;https://en.wikipedia.org/wiki/Reto_Ziegler;35;
Switzerland;Philippe Senderos;29;DF;https://en.wikipedia.org/wiki/Philippe_Senderos;53;
Switzerland;Steve von Bergen;31;DF;https://en.wikipedia.org/wiki/Steve_von_Bergen;41;
Switzerland;Michael Lang;23;DF;https://en.wikipedia.org/wiki/Michael_Lang_(footballer);6;
Switzerland;Tranquillo Barnetta;29;MF;https://en.wikipedia.org/wiki/Tranquillo_Barnetta;74;
Switzerland;Gökhan Inler;29;MF;https://en.wikipedia.org/wiki/G%C3%B6khan_Inler;73;
Switzerland;Haris Seferović;22;FW;https://en.wikipedia.org/wiki/Haris_Seferovi%C4%87;11;
Switzerland;Granit Xhaka;21;MF;https://en.wikipedia.org/wiki/Granit_Xhaka;26;
Switzerland;Valon Behrami;29;MF;https://en.wikipedia.org/wiki/Valon_Behrami;48;
Switzerland;Yann Sommer;25;GK;https://en.wikipedia.org/wiki/Yann_Sommer;6;
Switzerland;Ricardo Rodríguez;21;DF;https://en.wikipedia.org/wiki/Ricardo_Rodr%C3%ADguez_(footballer);21;
Switzerland;Valentin Stocker;25;MF;https://en.wikipedia.org/wiki/Valentin_Stocker;24;
Switzerland;Blerim Džemaili;28;MF;https://en.wikipedia.org/wiki/Blerim_D%C5%BEemaili;34;
Switzerland;Gelson Fernandes;27;MF;https://en.wikipedia.org/wiki/Gelson_Fernandes;47;
Switzerland;Mario Gavranović;24;FW;https://en.wikipedia.org/wiki/Mario_Gavranovi%C4%87;11;
Switzerland;Admir Mehmedi;23;FW;https://en.wikipedia.org/wiki/Admir_Mehmedi;21;
Switzerland;Josip Drmić;21;FW;https://en.wikipedia.org/wiki/Josip_Drmi%C4%87;7;
Switzerland;Johan Djourou;27;DF;https://en.wikipedia.org/wiki/Johan_Djourou;44;
Switzerland;Roman Bürki;23;GK;https://en.wikipedia.org/wiki/Roman_B%C3%BCrki;0;
Switzerland;Fabian Schär;22;DF;https://en.wikipedia.org/wiki/Fabian_Sch%C3%A4r;6;
Switzerland;Xherdan Shaqiri;22;MF;https://en.wikipedia.org/wiki/Xherdan_Shaqiri;33;
Argentina;Sergio Romero;27;GK;https://en.wikipedia.org/wiki/Sergio_Romero;47;
Argentina;Ezequiel Garay;27;DF;https://en.wikipedia.org/wiki/Ezequiel_Garay;18;
Argentina;Hugo Campagnaro;33;DF;https://en.wikipedia.org/wiki/Hugo_Campagnaro;15;
Argentina;Pablo Zabaleta;29;DF;https://en.wikipedia.org/wiki/Pablo_Zabaleta;36;
Argentina;Fernando Gago;28;MF;https://en.wikipedia.org/wiki/Fernando_Gago;49;
Argentina;Lucas Biglia;28;MF;https://en.wikipedia.org/wiki/Lucas_Biglia;18;
Argentina;Ángel Di María;26;MF;https://en.wikipedia.org/wiki/%C3%81ngel_Di_Mar%C3%ADa;47;
Argentina;Enzo Pérez;28;MF;https://en.wikipedia.org/wiki/Enzo_P%C3%A9rez;7;
Argentina;Gonzalo Higuaín;26;FW;https://en.wikipedia.org/wiki/Gonzalo_Higua%C3%ADn;36;
Argentina;Lionel Messi;26;FW;https://en.wikipedia.org/wiki/Lionel_Messi;86;
Argentina;Maxi Rodríguez;33;MF;https://en.wikipedia.org/wiki/Maxi_Rodr%C3%ADguez;55;
Argentina;Agustín Orión;32;GK;https://en.wikipedia.org/wiki/Agust%C3%ADn_Ori%C3%B3n;3;
Argentina;Augusto Fernández;28;MF;https://en.wikipedia.org/wiki/Augusto_Fern%C3%A1ndez;9;
Argentina;Javier Mascherano;30;MF;https://en.wikipedia.org/wiki/Javier_Mascherano;98;
Argentina;Martín Demichelis;33;DF;https://en.wikipedia.org/wiki/Mart%C3%ADn_Demichelis;38;
Argentina;Marcos Rojo;24;DF;https://en.wikipedia.org/wiki/Marcos_Rojo;22;
Argentina;Federico Fernández;25;DF;https://en.wikipedia.org/wiki/Federico_Fern%C3%A1ndez_(footballer);26;
Argentina;Rodrigo Palacio;32;FW;https://en.wikipedia.org/wiki/Rodrigo_Palacio;22;
Argentina;Ricky Álvarez;26;MF;https://en.wikipedia.org/wiki/Ricky_%C3%81lvarez;7;
Argentina;Sergio Agüero;26;FW;https://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero;51;
Argentina;Mariano Andújar;30;GK;https://en.wikipedia.org/wiki/Mariano_And%C3%BAjar;10;
Argentina;Ezequiel Lavezzi;29;FW;https://en.wikipedia.org/wiki/Ezequiel_Lavezzi;31;
Argentina;José María Basanta;30;DF;https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Basanta;10;
Bosnia and Herzegovina;Asmir Begović;26;GK;https://en.wikipedia.org/wiki/Asmir_Begovi%C4%87;30;
Bosnia and Herzegovina;Avdija Vršajević;28;DF;https://en.wikipedia.org/wiki/Avdija_Vr%C5%A1ajevi%C4%87;13;
Bosnia and Herzegovina;Ermin Bičakčić;24;DF;https://en.wikipedia.org/wiki/Ermin_Bi%C4%8Dak%C4%8Di%C4%87;7;
Bosnia and Herzegovina;Emir Spahić;33;DF;https://en.wikipedia.org/wiki/Emir_Spahi%C4%87;74;
Bosnia and Herzegovina;Sead Kolašinac;20;DF;https://en.wikipedia.org/wiki/Sead_Kola%C5%A1inac;4;
Bosnia and Herzegovina;Ognjen Vranješ;24;DF;https://en.wikipedia.org/wiki/Ognjen_Vranje%C5%A1;13;
Bosnia and Herzegovina;Muhamed Bešić;21;DF;https://en.wikipedia.org/wiki/Muhamed_Be%C5%A1i%C4%87;9;
Bosnia and Herzegovina;Miralem Pjanić;24;MF;https://en.wikipedia.org/wiki/Miralem_Pjani%C4%87;48;
Bosnia and Herzegovina;Vedad Ibišević;29;FW;https://en.wikipedia.org/wiki/Vedad_Ibi%C5%A1evi%C4%87;55;
Bosnia and Herzegovina;Zvjezdan Misimović;32;MF;https://en.wikipedia.org/wiki/Zvjezdan_Misimovi%C4%87;81;
Bosnia and Herzegovina;Edin Džeko;28;FW;https://en.wikipedia.org/wiki/Edin_D%C5%BEeko;62;
Bosnia and Herzegovina;Jasmin Fejzić;28;GK;https://en.wikipedia.org/wiki/Jasmin_Fejzi%C4%87;0;
Bosnia and Herzegovina;Mensur Mujdža;30;DF;https://en.wikipedia.org/wiki/Mensur_Mujd%C5%BEa;24;
Bosnia and Herzegovina;Tino-Sven Sušić;22;MF;https://en.wikipedia.org/wiki/Tino-Sven_Su%C5%A1i%C4%87;2;
Bosnia and Herzegovina;Toni Šunjić;25;DF;https://en.wikipedia.org/wiki/Toni_%C5%A0unji%C4%87;8;
Bosnia and Herzegovina;Senad Lulić;28;MF;https://en.wikipedia.org/wiki/Senad_Luli%C4%87;33;
Bosnia and Herzegovina;Senijad Ibričić;28;MF;https://en.wikipedia.org/wiki/Senijad_Ibri%C4%8Di%C4%87;42;
Bosnia and Herzegovina;Haris Medunjanin;29;MF;https://en.wikipedia.org/wiki/Haris_Medunjanin;35;
Bosnia and Herzegovina;Edin Višća;24;FW;https://en.wikipedia.org/wiki/Edin_Vi%C5%A1%C4%87a;10;
Bosnia and Herzegovina;Izet Hajrović;22;MF;https://en.wikipedia.org/wiki/Izet_Hajrovi%C4%87;7;
Bosnia and Herzegovina;Anel Hadžić;24;MF;https://en.wikipedia.org/wiki/Anel_Had%C5%BEi%C4%87;2;
Bosnia and Herzegovina;Asmir Avdukić;33;GK;https://en.wikipedia.org/wiki/Asmir_Avduki%C4%87;3;
Bosnia and Herzegovina;Sejad Salihović;29;MF;https://en.wikipedia.org/wiki/Sejad_Salihovi%C4%87;42;
Iran;Rahman Ahmadi;33;GK;https://en.wikipedia.org/wiki/Rahman_Ahmadi;10;
Iran;Khosro Heydari;30;MF;https://en.wikipedia.org/wiki/Khosro_Heydari;49;
Iran;Ehsan Hajsafi;24;MF;https://en.wikipedia.org/wiki/Ehsan_Hajsafi;62;
Iran;Jalal Hosseini;32;DF;https://en.wikipedia.org/wiki/Jalal_Hosseini;85;
Iran;Amir Hossein Sadeghi;32;DF;https://en.wikipedia.org/wiki/Amir_Hossein_Sadeghi;17;
Iran;Javad Nekounam;33;MF;https://en.wikipedia.org/wiki/Javad_Nekounam;140;
Iran;Masoud Shojaei;30;MF;https://en.wikipedia.org/wiki/Masoud_Shojaei;50;
Iran;Reza Haghighi;25;MF;https://en.wikipedia.org/wiki/Reza_Haghighi;8;
Iran;Alireza Jahanbakhsh;20;FW;https://en.wikipedia.org/wiki/Alireza_Jahanbakhsh;7;
Iran;Karim Ansarifard;24;FW;https://en.wikipedia.org/wiki/Karim_Ansarifard;42;
Iran;Ghasem Haddadifar;30;MF;https://en.wikipedia.org/wiki/Ghasem_Haddadifar;17;
Iran;Alireza Haghighi;26;GK;https://en.wikipedia.org/wiki/Alireza_Haghighi;6;
Iran;Hossein Mahini;27;DF;https://en.wikipedia.org/wiki/Hossein_Mahini;22;
Iran;Andranik Teymourian;31;MF;https://en.wikipedia.org/wiki/Andranik_Teymourian;79;
Iran;Pejman Montazeri;30;DF;https://en.wikipedia.org/wiki/Pejman_Montazeri;22;
Iran;Reza Ghoochannejhad;26;FW;https://en.wikipedia.org/wiki/Reza_Ghoochannejhad;14;
Iran;Ahmad Alenemeh;31;DF;https://en.wikipedia.org/wiki/Ahmad_Alenemeh;9;
Iran;Bakhtiar Rahmani;22;MF;https://en.wikipedia.org/wiki/Bakhtiar_Rahmani;4;
Iran;Hashem Beikzadeh;30;DF;https://en.wikipedia.org/wiki/Hashem_Beikzadeh;17;
Iran;Steven Beitashour;27;DF;https://en.wikipedia.org/wiki/Steven_Beitashour;6;
Iran;Ashkan Dejagah;27;MF;https://en.wikipedia.org/wiki/Ashkan_Dejagah;14;
Iran;Daniel Davari;26;GK;https://en.wikipedia.org/wiki/Daniel_Davari;4;
Iran;Mehrdad Pouladi;27;DF;https://en.wikipedia.org/wiki/Mehrdad_Pouladi;20;
Nigeria;Vincent Enyeama;31;GK;https://en.wikipedia.org/wiki/Vincent_Enyeama;91;
Nigeria;Joseph Yobo;33;DF;https://en.wikipedia.org/wiki/Joseph_Yobo;97;
Nigeria;Ejike Uzoenyi;26;MF;https://en.wikipedia.org/wiki/Ejike_Uzoenyi;21;
Nigeria;Reuben Gabriel;23;MF;https://en.wikipedia.org/wiki/Reuben_Gabriel;11;
Nigeria;Efe Ambrose;25;DF;https://en.wikipedia.org/wiki/Efe_Ambrose;37;
Nigeria;Azubuike Egwuekwe;24;DF;https://en.wikipedia.org/wiki/Azubuike_Egwuekwe;31;
Nigeria;Ahmed Musa;21;FW;https://en.wikipedia.org/wiki/Ahmed_Musa_(footballer);35;
Nigeria;Peter Odemwingie;32;FW;https://en.wikipedia.org/wiki/Peter_Odemwingie;61;
Nigeria;Emmanuel Emenike;27;FW;https://en.wikipedia.org/wiki/Emmanuel_Emenike;23;
Nigeria;John Obi Mikel;27;MF;https://en.wikipedia.org/wiki/John_Obi_Mikel;59;
Nigeria;Victor Moses;23;MF;https://en.wikipedia.org/wiki/Victor_Moses;22;
Nigeria;Kunle Odunlami;23;DF;https://en.wikipedia.org/wiki/Kunle_Odunlami;11;
Nigeria;Juwon Oshaniwa;23;DF;https://en.wikipedia.org/wiki/Juwon_Oshaniwa;10;
